Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[CCEE] Communication and Computer Engineering,Spring 2011,1,CMPN103,Programming Techniques,2,4,2,7,6,8,5,5,3,8,4,12,66,34,20,12
[CCEE] Communication and Computer Engineering,Spring 2011,1,CMPN111,Logic Design-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,CVEN125,Civil Engineering,1,0,0,3,0,0,0,1,0,0,0,0,5,4,1,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,ELCN100,Laboratory,6,4,10,8,10,10,5,0,0,0,0,0,53,53,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,ELCN101,Electronics-1 Basic Electronic Circuits,0,2,6,10,8,6,6,10,4,4,4,1,61,38,22,1
[CCEE] Communication and Computer Engineering,Spring 2011,1,ELCN112,Circuits-2,2,2,3,2,7,10,8,8,9,12,18,19,100,34,47,19
[CCEE] Communication and Computer Engineering,Spring 2011,1,EPMN125,Electrical Power Engineering,0,1,1,2,2,1,2,1,2,1,3,9,25,9,7,9
[CCEE] Communication and Computer Engineering,Spring 2011,1,GENN101,Technical Writing,2,1,3,7,1,0,0,0,0,0,0,0,14,14,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,GENN102,Fundamentals of Management,10,4,6,2,1,1,0,0,0,0,0,0,24,24,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,INTN125,Mechanical Engineering,0,3,4,5,4,8,3,0,1,0,0,1,29,27,1,1
[CCEE] Communication and Computer Engineering,Spring 2011,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,1,MTHN103,Differential Equations,10,0,7,3,9,1,6,6,1,3,3,6,55,36,13,6
[CCEE] Communication and Computer Engineering,Spring 2011,1,MTHN104,Discrete Mathematics,6,5,6,12,15,7,6,11,3,4,2,4,81,57,20,4
[CCEE] Communication and Computer Engineering,Spring 2011,2,CCEN280,Seminar-1,73,0,0,0,0,0,0,0,0,0,0,1,74,73,0,1
[CCEE] Communication and Computer Engineering,Spring 2011,2,CCEN281,Industrial Training-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,2,CMPN211,Microprocessor Systems-2,0,2,5,11,6,12,9,6,13,7,4,5,80,45,30,5
[CCEE] Communication and Computer Engineering,Spring 2011,2,ELCN203,Signal Analysis,2,2,5,6,11,6,4,2,3,5,0,3,49,36,10,3
[CCEE] Communication and Computer Engineering,Spring 2011,2,ELCN205,Electromagnetics-1,4,1,2,8,9,6,2,4,3,2,3,2,46,32,12,2
[CCEE] Communication and Computer Engineering,Spring 2011,2,GENN201,Communication and Presentation Skills,0,2,0,3,2,1,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,2,GENN204,Accounting,7,6,2,4,0,0,0,0,0,0,0,0,19,19,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,2,GENN210,Risk Management and Environment,0,2,1,5,2,0,0,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,2,GENN221,Economics,6,2,1,1,0,0,0,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,2,MTHN201,Numerical Analysis,1,0,0,2,0,0,1,1,0,0,0,1,6,4,1,1
[CCEE] Communication and Computer Engineering,Spring 2011,2,MTHN203,Probability and Statistics,3,3,7,7,14,8,4,2,2,3,0,2,55,46,7,2
[CCEE] Communication and Computer Engineering,Spring 2011,2,PHYN211,Electromagnetic Fields,0,0,0,2,2,2,0,1,0,0,2,0,9,6,3,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,CCEN381,Industrial Training-2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,CMPN301,Computer Architecture,0,0,0,1,3,2,2,2,2,0,0,1,13,8,4,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,CMPN303,Operating Systems,0,0,0,0,0,0,2,3,0,2,2,0,9,2,7,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN301,Electronics-3,16,2,3,6,8,7,6,5,2,4,2,3,64,48,13,3
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN305,Electromagnetics-2,0,0,0,0,1,2,1,0,0,1,2,1,8,4,3,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN306,Communications-1 Analogue Communications,0,0,0,0,2,1,1,0,0,2,2,1,9,4,4,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN314,Computer Control Systems,0,3,4,2,2,5,3,4,6,1,0,1,31,19,11,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN316,Communications-2,2,2,5,3,0,1,4,2,5,0,3,11,38,17,10,11
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN323,Digital Signal Processing,0,0,1,2,3,6,7,3,1,2,1,1,27,19,7,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,ELCN351,Industrial Electronics,4,3,1,4,6,4,3,3,2,1,1,0,32,25,7,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN301,Ethics and Legislation,0,0,0,2,0,0,0,0,0,0,1,1,4,2,1,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN311,Technical Writing in Arabic,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN321,Foreign Language,2,4,0,2,0,0,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN326,Marketing,4,1,1,1,0,0,1,0,0,0,0,1,9,8,0,1
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN327,Selections of Life Long Skills,1,1,5,4,3,1,0,0,0,1,0,2,18,15,1,2
[CCEE] Communication and Computer Engineering,Spring 2011,3,GENN332,Service Management,14,5,7,8,2,1,0,0,1,0,0,1,39,37,1,1
[CCEE] Communication and Computer Engineering,Spring 2011,4,CCEN480,Graduation Project-1,13,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,4,CCEN481,Graduation Project-2,20,20,20,5,1,0,0,0,0,0,0,0,66,66,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN404,Control-2,2,2,9,8,12,13,5,6,8,1,3,3,72,51,18,3
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN405,Electromagnetics-3,1,1,0,3,2,4,2,2,5,3,4,11,38,13,14,11
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN406,Communications-3,1,3,3,7,5,7,10,10,12,3,6,6,73,36,31,6
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN416,Communications-4,0,0,2,1,0,3,4,5,4,0,7,4,30,10,16,4
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN426,Optical Fiber Communications,8,2,3,7,5,3,1,4,1,1,1,0,36,29,7,0
[CCEE] Communication and Computer Engineering,Spring 2011,4,ELCN446,Advanced Topics in Communications-1,0,0,0,2,5,9,7,5,5,0,0,0,33,23,10,0
[CCEE] Communication and Computer Engineering,Fall 2010,0,CHEN001,Chemistry,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,0,GENN001,Humanities and Engineering,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,0,GENN003,Basic Engineering Design,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,0,GENN004,Computers for Engineers,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Fall 2010,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,1,0,5,3,0,0,0,0,9,6,3,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,CMPN101,Logic Design-1,1,3,3,7,12,6,6,9,4,5,1,1,58,38,19,1
[CCEE] Communication and Computer Engineering,Fall 2010,1,CMPN102,Data Structures and Algorithms,2,1,7,9,8,15,8,6,4,7,1,2,70,50,18,2
[CCEE] Communication and Computer Engineering,Fall 2010,1,CMPN103,Programming Techniques,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,CVEN125,Civil Engineering,0,4,2,8,7,7,1,7,3,7,2,5,53,29,19,5
[CCEE] Communication and Computer Engineering,Fall 2010,1,ELCN100,Laboratory,1,4,4,7,3,0,0,0,1,0,0,0,20,19,1,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,ELCN102,Circuits-1,4,4,4,7,9,8,9,4,4,4,9,4,70,45,21,4
[CCEE] Communication and Computer Engineering,Fall 2010,1,EPMN125,Electrical Power Engineering,0,2,1,2,5,1,1,4,3,0,4,15,38,12,11,15
[CCEE] Communication and Computer Engineering,Fall 2010,1,GENN101,Technical Writing,2,7,3,14,5,7,0,0,0,0,1,1,40,38,1,1
[CCEE] Communication and Computer Engineering,Fall 2010,1,GENN102,Fundamentals of Management,14,5,2,1,0,0,0,0,0,0,0,0,22,22,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,INTN125,Mechanical Engineering,0,0,2,1,5,6,5,4,3,1,0,2,29,19,8,2
[CCEE] Communication and Computer Engineering,Fall 2010,1,MTHN102,Multivariable Calculus and Linear Algebra,2,5,4,14,9,5,6,1,5,3,3,1,58,45,12,1
[CCEE] Communication and Computer Engineering,Fall 2010,1,MTHN103,Differential Equations,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,MTHN104,Discrete Mathematics,0,0,0,0,0,1,1,3,0,3,2,0,10,2,8,0
[CCEE] Communication and Computer Engineering,Fall 2010,1,PHYN102,Modern Physics,4,6,3,7,11,7,6,10,4,3,4,4,69,44,21,4
[CCEE] Communication and Computer Engineering,Fall 2010,2,CMPN201,Microprocessor Systems-1,1,0,4,7,9,8,8,7,3,3,2,7,59,37,15,7
[CCEE] Communication and Computer Engineering,Fall 2010,2,CMPN202,Introduction to Database Management Systems,8,16,15,17,7,3,2,1,0,0,1,0,70,68,2,0
[CCEE] Communication and Computer Engineering,Fall 2010,2,ELCN201,Electronics-2 Analog and Digital Electronics,9,6,6,7,11,4,2,2,4,1,0,2,54,45,7,2
[CCEE] Communication and Computer Engineering,Fall 2010,2,ELCN203,Signal Analysis,0,0,0,1,2,3,0,0,0,1,0,3,10,6,1,3
[CCEE] Communication and Computer Engineering,Fall 2010,2,GENN201,Communication and Presentation Skills,2,5,4,3,1,0,0,0,0,0,0,0,15,15,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,2,GENN204,Accounting,1,0,1,2,0,0,0,0,0,0,0,1,5,4,0,1
[CCEE] Communication and Computer Engineering,Fall 2010,2,GENN210,Risk Management and Environment,1,1,3,5,4,0,0,1,0,0,0,0,15,14,1,0
[CCEE] Communication and Computer Engineering,Fall 2010,2,GENN221,Economics,12,2,1,0,1,0,0,0,0,0,0,0,16,16,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,2,MTHN201,Numerical Analysis,0,6,7,8,5,9,4,5,4,3,0,5,56,39,12,5
[CCEE] Communication and Computer Engineering,Fall 2010,2,MTHN203,Probability and Statistics,2,6,1,5,5,1,3,2,0,1,0,0,26,23,3,0
[CCEE] Communication and Computer Engineering,Fall 2010,2,PHYN211,Electromagnetic Fields,5,5,2,4,8,7,4,5,3,1,0,7,51,35,9,7
[CCEE] Communication and Computer Engineering,Fall 2010,3,CCEN380,Seminar-2,71,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,3,CMPN302,Design and Analysis of Algorithms,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,3,CMPN303,Operating Systems,1,1,1,4,2,2,3,2,5,4,6,24,55,14,17,24
[CCEE] Communication and Computer Engineering,Fall 2010,3,ELCN304,Control-1,3,3,3,2,4,3,2,5,2,3,6,2,38,20,16,2
[CCEE] Communication and Computer Engineering,Fall 2010,3,ELCN305,Electromagnetics-2,1,0,1,3,4,4,4,4,3,6,8,11,49,17,21,11
[CCEE] Communication and Computer Engineering,Fall 2010,3,ELCN306,Communications-1 Analogue Communications,3,0,2,2,3,4,4,5,3,1,1,7,35,18,10,7
[CCEE] Communication and Computer Engineering,Fall 2010,3,ELCN314,Computer Control Systems,0,0,1,2,1,1,2,0,1,0,0,0,8,7,1,0
[CCEE] Communication and Computer Engineering,Fall 2010,3,ELCN316,Communications-2,0,1,0,2,2,4,0,5,4,7,8,10,43,9,24,10
[CCEE] Communication and Computer Engineering,Fall 2010,3,GENN301,Ethics and Legislation,0,0,0,2,0,5,1,3,3,0,5,2,21,8,11,2
[CCEE] Communication and Computer Engineering,Fall 2010,3,GENN326,Marketing,0,0,1,10,3,1,1,3,0,3,1,2,25,16,7,2
[CCEE] Communication and Computer Engineering,Fall 2010,3,GENN327,Selections of Life Long Skills,3,0,4,3,3,3,0,1,1,0,0,2,20,16,2,2
[CCEE] Communication and Computer Engineering,Fall 2010,3,GENN332,Service Management,4,6,11,5,8,6,1,1,1,0,1,1,45,41,3,1
[CCEE] Communication and Computer Engineering,Fall 2010,4,CCEN480,Graduation Project-1,66,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,CCEN481,Graduation Project-2,1,1,6,0,2,0,0,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,CMPN402,Machine Intelligence,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,CMPN405,Computer Networks-1,1,4,5,12,14,26,19,12,12,2,4,1,112,81,30,1
[CCEE] Communication and Computer Engineering,Fall 2010,4,CMPN446,Image Processing and Computer Vision,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2
[CCEE] Communication and Computer Engineering,Fall 2010,4,ELCN405,Electromagnetics-3,1,1,4,3,6,8,4,6,8,8,9,13,71,27,31,13
[CCEE] Communication and Computer Engineering,Fall 2010,4,ELCN406,Communications-3,0,0,0,0,1,1,3,0,3,6,0,0,14,5,9,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,ELCN416,Communications-4,1,0,2,6,5,7,5,5,7,3,5,0,46,26,20,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,ELCN426,Optical Fiber Communications,0,1,2,3,5,10,6,6,6,1,1,0,41,27,14,0
[CCEE] Communication and Computer Engineering,Fall 2010,4,ELCN436,Mobile Communications,0,0,3,6,4,11,9,12,8,0,1,0,54,33,21,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,GENN001,Humanities and Engineering,0,3,5,9,7,4,1,1,2,0,1,1,34,29,4,1
[CCEE] Communication and Computer Engineering,Fall 2009,0,GENN002,English Language,0,0,0,0,6,5,2,4,2,5,1,0,25,13,12,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,GENN003,Basic Engineering Design,1,7,6,4,3,2,1,0,0,1,0,0,25,24,1,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,GENN004,Introduction to Computers,0,5,3,5,2,6,5,3,2,2,1,2,36,26,8,2
[CCEE] Communication and Computer Engineering,Fall 2009,0,GENP002,Elementary English (Pre-English Language),2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,MDPN001,Engineering Graphics,1,9,10,5,8,16,4,3,0,1,1,0,58,53,5,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,3,3,1,0,0,2,0,0,0,9,7,2,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,MECN001,Mechanics-1,5,6,5,13,6,6,3,5,1,2,2,6,60,44,10,6
[CCEE] Communication and Computer Engineering,Fall 2009,0,MTHN001,Algebra and Analytic Geometry,7,6,8,12,6,5,2,3,3,1,0,4,57,46,7,4
[CCEE] Communication and Computer Engineering,Fall 2009,0,MTHN002,Calculus I,4,4,7,13,7,5,6,3,3,0,0,5,57,46,6,5
[CCEE] Communication and Computer Engineering,Fall 2009,0,MTHP001,Pre-Calculus,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,0,PHYN001,"Mechanics, Waves and thermodynamics",11,10,7,11,4,7,4,0,0,1,0,3,58,54,1,3
[CCEE] Communication and Computer Engineering,Fall 2009,1,CMPN101,Logic Design -1,3,8,10,8,6,9,3,3,2,0,1,0,53,47,6,0
[CCEE] Communication and Computer Engineering,Fall 2009,1,CMPN102,Data Structures and Algorithms,9,4,5,8,4,9,5,6,0,2,3,4,59,44,11,4
[CCEE] Communication and Computer Engineering,Fall 2009,1,CVEN125,Civil Engineering,1,2,4,8,11,8,5,6,3,5,4,6,63,39,18,6
[CCEE] Communication and Computer Engineering,Fall 2009,1,ELCN100,Laboratory,2,8,5,6,2,1,0,0,0,0,0,0,24,24,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,1,ELCN102,Circuits -1,6,5,6,5,5,5,4,6,8,2,7,5,64,36,23,5
[CCEE] Communication and Computer Engineering,Fall 2009,1,EPMN125,Electrical Power Engineering,0,0,1,2,3,0,2,1,0,0,5,3,17,8,6,3
[CCEE] Communication and Computer Engineering,Fall 2009,1,GENN101,Technical Writing,3,8,6,3,5,2,3,2,1,2,2,1,38,30,7,1
[CCEE] Communication and Computer Engineering,Fall 2009,1,GENN102,Fundamentals of Management,1,5,4,4,4,5,1,0,1,0,0,0,25,24,1,0
[CCEE] Communication and Computer Engineering,Fall 2009,1,MTHN102,Multivariable calculus and Linear Algebra,17,7,5,7,5,5,2,4,2,2,1,1,58,48,9,1
[CCEE] Communication and Computer Engineering,Fall 2009,1,MTHN104,Discrete Mathematics,0,0,0,0,1,3,0,1,3,3,2,8,21,4,9,8
[CCEE] Communication and Computer Engineering,Fall 2009,1,PHYN102,Modern Physics,8,8,6,7,13,1,5,5,1,3,2,3,62,48,11,3
[CCEE] Communication and Computer Engineering,Fall 2009,2,CCEN281,Industrial Training-1,77,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,CMPN201,Microprocessor Systems -1,1,2,4,5,5,6,3,6,5,3,5,6,51,26,19,6
[CCEE] Communication and Computer Engineering,Fall 2009,2,CMPN202,Int. to Database Manag. Systems,3,6,3,4,9,6,2,3,1,1,2,2,42,33,7,2
[CCEE] Communication and Computer Engineering,Fall 2009,2,CMPN205,Computer Graphics and Man Machine Interfacing,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,ELCN201,Electronics -2,3,7,4,7,2,2,4,2,7,1,2,2,43,29,12,2
[CCEE] Communication and Computer Engineering,Fall 2009,2,ELCN203,Signal analysis,1,0,0,3,1,0,1,2,2,0,1,5,16,6,5,5
[CCEE] Communication and Computer Engineering,Fall 2009,2,ELCN205,Electromagnetics -1,4,5,3,6,5,8,3,6,6,6,9,10,71,34,27,10
[CCEE] Communication and Computer Engineering,Fall 2009,2,GENN201,Communication and Presentation Skills,0,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,GENN204,Accounting,7,4,2,2,0,0,2,0,1,0,0,0,18,17,1,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,GENN210,Risk Management and Environment,2,2,8,12,3,2,1,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,GENN221,Economics,2,3,0,3,0,0,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,2,MTHN201,Numerical Analysis,2,5,7,7,4,7,7,5,2,3,4,3,56,39,14,3
[CCEE] Communication and Computer Engineering,Fall 2009,2,MTHN203,Probability and Statistics,10,6,7,3,4,0,5,0,0,0,1,1,37,35,1,1
[CCEE] Communication and Computer Engineering,Fall 2009,3,CCEN380,Seminar-2,34,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,3,CCEN381,Industrial Training-2,36,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,3,CMPN302,Design and Analysis of Algorithms,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Fall 2009,3,CMPN303,Operating Systems,9,14,13,8,7,8,6,3,0,1,2,1,72,65,6,1
[CCEE] Communication and Computer Engineering,Fall 2009,3,ELCN304,Control -1,8,3,7,7,7,8,7,3,14,12,5,35,116,47,34,35
[CCEE] Communication and Computer Engineering,Fall 2009,3,ELCN305,Electromagnetics -2,0,0,0,0,4,0,5,0,5,0,6,22,42,9,11,22
[CCEE] Communication and Computer Engineering,Fall 2009,3,ELCN306,Communications -1,3,1,6,4,6,6,7,6,6,5,6,26,82,33,23,26
[CCEE] Communication and Computer Engineering,Fall 2009,3,ELCN314,Computer Control Systems,0,1,2,0,3,2,1,1,1,1,0,1,13,9,3,1
[CCEE] Communication and Computer Engineering,Fall 2009,3,ELCN316,Communications -2,0,0,0,0,3,4,7,3,4,6,3,4,34,14,16,4
[CCEE] Communication and Computer Engineering,Fall 2009,3,GENN301,Ethics and legislation,0,0,1,2,4,7,5,5,6,6,5,0,41,19,22,0
[CCEE] Communication and Computer Engineering,Fall 2009,3,GENN326,Marketing,3,5,3,6,6,8,4,3,2,0,1,0,41,35,6,0
[CCEE] Communication and Computer Engineering,Fall 2009,3,GENN327,Selections of life long skills,2,7,8,10,14,15,3,2,2,0,1,1,65,59,5,1
[CCEE] Communication and Computer Engineering,Fall 2009,4,CMPN405,Computer Networks,0,0,1,4,10,4,6,3,5,2,6,4,45,25,16,4
[CCEE] Communication and Computer Engineering,Fall 2009,4,CMPN407,Computer Modeling and Simulation,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Fall 2009,4,CMPN425,Computer System Consultation,0,0,0,1,0,1,0,0,0,0,0,1,3,2,0,1
[CCEE] Communication and Computer Engineering,Fall 2009,4,CMPN446,Image Processing and Computer Vision,1,2,2,2,4,7,4,5,1,6,1,3,38,22,13,3
[CCEE] Communication and Computer Engineering,Fall 2009,4,ELCN405,Electromagnetics -3,0,1,1,2,2,2,4,3,1,5,3,2,26,12,12,2
[CCEE] Communication and Computer Engineering,Fall 2009,4,ELCN406,Communications -3,0,0,1,2,6,8,3,0,1,1,1,0,23,20,3,0
[CCEE] Communication and Computer Engineering,Fall 2009,4,ELCN436,Mobile communications,0,0,0,4,0,7,3,5,2,0,1,0,22,14,8,0
[CCEE] Communication and Computer Engineering,Fall 2009,4,ELCN480,Graduation Project-1,26,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,GENN001,Humanities and Engineering,0,2,1,0,0,0,3,0,0,0,0,0,6,6,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,GENN004,Introduction to Computers,0,0,1,0,0,0,4,0,1,0,0,0,6,5,1,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,MDPN001,Engineering Graphics,0,0,3,0,0,1,5,0,0,0,0,0,9,9,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,MECN002,Mechanics-2,0,0,1,1,1,0,1,0,0,0,0,0,4,4,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,MTHN003,Mathematics-3 (Integration and Analytic Geometry),0,1,0,2,2,0,3,1,1,0,0,0,10,8,2,0
[CCEE] Communication and Computer Engineering,Summer 2009,0,PHYN002,Physics-2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,1,ELCN102,Circuits -1,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,1,ELCN112,Circuits -2,0,0,0,0,0,0,13,3,3,1,0,0,20,13,7,0
[CCEE] Communication and Computer Engineering,Summer 2009,1,GENN101,Technical Writing,4,1,2,3,2,2,3,1,0,3,0,1,22,17,4,1
[CCEE] Communication and Computer Engineering,Summer 2009,1,GENN102,Fundamentals of Management,6,19,7,2,3,1,3,0,0,1,0,0,42,41,1,0
[CCEE] Communication and Computer Engineering,Summer 2009,1,PHYN103,Electromagnet Fields and Applications,0,0,0,0,0,0,10,1,0,2,1,0,14,10,4,0
[CCEE] Communication and Computer Engineering,Summer 2009,2,CCEN281,Industrial Training-1,19,0,0,0,0,0,0,0,0,0,0,1,20,19,0,1
[CCEE] Communication and Computer Engineering,Summer 2009,2,ELCN203,Signal analysis,0,0,0,0,0,0,15,2,1,0,1,0,19,15,4,0
[CCEE] Communication and Computer Engineering,Summer 2009,2,GENN201,Communication and presentation Skills,6,3,3,0,2,0,0,0,0,0,0,0,14,14,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,2,GENN204,Accounting,11,8,3,2,1,0,1,0,0,0,0,0,26,26,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,2,GENN210,Risk Management and Environment,0,0,3,3,0,2,1,1,0,0,0,0,10,9,1,0
[CCEE] Communication and Computer Engineering,Summer 2009,2,GENN221,Economics,17,5,2,0,0,1,1,0,0,0,0,0,26,26,0,0
[CCEE] Communication and Computer Engineering,Summer 2009,3,ELCN301,Electronics -3,0,0,0,0,0,0,18,4,2,3,1,0,28,18,10,0
[CCEE] Communication and Computer Engineering,Spring 2009,0,CHEN001,Chemistry,6,15,4,9,9,9,2,2,0,0,1,0,57,54,3,0
[CCEE] Communication and Computer Engineering,Spring 2009,0,GENN003,Basic Engineering Design,0,6,7,19,9,11,3,0,1,0,0,0,56,55,1,0
