Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[EEE] Electrical Energy Engineering,Fall 2013,2,ELCN203,Signal Analysis,0,1,1,0,0,2,0,0,0,0,0,0,4,4,0,0
[EEE] Electrical Energy Engineering,Fall 2013,2,GENN204,Accounting,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Fall 2013,2,GENN210,Risk Management and Environment,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Fall 2013,2,GENN221,Economics,2,1,0,0,0,1,0,0,0,0,0,0,4,4,0,0
[EEE] Electrical Energy Engineering,Fall 2013,2,MTHN203,Probability and Statistics,1,0,2,0,2,2,1,0,0,0,0,0,8,8,0,0
[EEE] Electrical Energy Engineering,Fall 2013,3,GENN327,Selections of Life Long Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Summer 2013,0,GENN004,Computers for Engineers,0,0,0,0,1,0,2,0,0,0,1,0,4,3,1,0
[EEE] Electrical Energy Engineering,Summer 2013,0,MECN002,Mechanics-2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Summer 2013,0,MTHN003,Calculus II,0,0,2,4,0,0,0,0,0,0,0,0,6,6,0,0
[EEE] Electrical Energy Engineering,Summer 2013,0,PHYN002,Electricity and Magnetism,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Summer 2013,1,GENN101,Technical Writing,3,1,0,1,0,1,0,0,0,0,0,0,6,6,0,0
[EEE] Electrical Energy Engineering,Summer 2013,1,GENN102,Fundamentals of Management,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Summer 2013,2,GENN210,Risk Management and Environment,0,0,2,0,0,0,0,0,1,0,0,1,4,2,1,1
[EEE] Electrical Energy Engineering,Summer 2013,3,GENN327,Selections of Life Long Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Summer 2013,3,GENN332,Service Management,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,CHEN001,Chemistry,15,5,4,8,5,2,1,1,0,0,0,0,41,40,1,0
[EEE] Electrical Energy Engineering,Spring 2013,0,GENN001,Humanities and Engineering,10,7,4,4,1,0,0,0,0,0,0,0,26,26,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,GENN002,English Language,8,3,1,4,0,0,0,1,0,0,0,0,17,16,1,0
[EEE] Electrical Energy Engineering,Spring 2013,0,GENN003,Basic Engineering Design,0,1,3,0,1,1,1,0,0,0,0,0,7,7,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,GENN004,Computers for Engineers,6,5,6,6,1,0,1,1,1,3,0,0,30,25,5,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MDPN001,Engineering Graphics,3,8,6,10,2,0,2,1,0,2,0,0,34,31,3,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MDPN002,Fundamentals of Manufacturing Engineering,0,1,2,1,2,0,1,3,0,1,1,0,12,7,5,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MECN001,Mechanics-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MECN002,Mechanics-2,7,6,6,8,5,3,1,2,1,1,1,0,41,36,5,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MTHN002,Calculus I,0,0,0,1,0,1,0,0,1,0,0,0,3,2,1,0
[EEE] Electrical Energy Engineering,Spring 2013,0,MTHN003,Calculus II,6,3,5,4,1,9,3,2,2,1,1,1,38,31,6,1
[EEE] Electrical Energy Engineering,Spring 2013,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Spring 2013,0,PHYN002,Electricity and Magnetism,3,3,6,8,7,4,4,2,0,1,2,0,40,35,5,0
[EEE] Electrical Energy Engineering,Spring 2013,1,CMPN103,Programming Techniques,0,1,0,0,2,0,1,1,0,0,0,3,8,4,1,3
[EEE] Electrical Energy Engineering,Spring 2013,1,CVEN125,Civil Engineering,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0
[EEE] Electrical Energy Engineering,Spring 2013,1,ELCN101,Electronics-1 Basic Electronic Circuits,0,0,1,0,5,1,0,0,1,0,0,0,8,7,1,0
[EEE] Electrical Energy Engineering,Spring 2013,1,ELCN112,Circuits-2,0,0,1,0,0,1,0,1,2,0,1,0,6,2,4,0
[EEE] Electrical Energy Engineering,Spring 2013,1,GENN102,Fundamentals of Management,0,0,1,1,0,1,0,0,1,0,0,0,4,3,1,0
[EEE] Electrical Energy Engineering,Spring 2013,1,INTN125,Mechanical Engineering,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0
[EEE] Electrical Energy Engineering,Spring 2013,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[EEE] Electrical Energy Engineering,Spring 2013,1,MTHN103,Differential Equations,2,1,0,2,1,0,0,0,0,0,0,0,6,6,0,0
[EEE] Electrical Energy Engineering,Spring 2013,1,MTHN104,Discrete Mathematics,0,0,1,0,0,0,2,0,1,0,1,0,5,3,2,0
[EEE] Electrical Energy Engineering,Spring 2013,2,ELCN203,Signal Analysis,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Spring 2013,2,GENN204,Accounting,3,2,0,0,1,0,0,1,0,0,0,0,7,6,1,0
[EEE] Electrical Energy Engineering,Spring 2013,2,GENN210,Risk Management and Environment,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Spring 2013,2,GENN221,Economics,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[EEE] Electrical Energy Engineering,Spring 2013,3,GENN326,Marketing,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Fall 2012,0,GENN001,Humanities and Engineering,5,3,2,4,2,0,0,0,0,0,1,0,17,16,1,0
[EEE] Electrical Energy Engineering,Fall 2012,0,GENN002,English Language,0,3,6,7,8,2,0,0,0,0,0,0,26,26,0,0
[EEE] Electrical Energy Engineering,Fall 2012,0,GENN003,Basic Engineering Design,1,4,7,9,11,3,0,1,0,0,0,0,36,35,1,0
[EEE] Electrical Energy Engineering,Fall 2012,0,GENN004,Computers for Engineers,0,1,1,1,2,0,0,1,0,1,0,0,7,5,2,0
[EEE] Electrical Energy Engineering,Fall 2012,0,MDPN001,Engineering Graphics,1,0,1,3,1,2,0,1,0,0,0,0,9,8,1,0
[EEE] Electrical Energy Engineering,Fall 2012,0,MDPN002,Fundamentals of Manufacturing Engineering,6,6,6,3,3,2,3,2,1,0,0,0,32,29,3,0
[EEE] Electrical Energy Engineering,Fall 2012,0,MECN001,Mechanics-1,8,4,5,10,6,2,1,1,5,0,0,1,43,36,6,1
[EEE] Electrical Energy Engineering,Fall 2012,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,5,1,2,8,11,4,3,1,1,3,2,2,43,34,7,2
[EEE] Electrical Energy Engineering,Fall 2012,0,MTHN002,Calculus I,4,3,6,11,2,7,4,0,1,0,2,3,43,37,3,3
[EEE] Electrical Energy Engineering,Fall 2012,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",4,7,1,5,7,8,1,2,1,0,3,4,43,33,6,4
[EEE] Electrical Energy Engineering,Fall 2012,1,CMPN101,Logic Design-1,1,0,2,1,0,1,2,0,0,1,0,1,9,7,1,1
[EEE] Electrical Energy Engineering,Fall 2012,1,CMPN102,Data Structures and Algorithms,1,0,0,1,2,1,1,1,0,1,1,0,9,6,3,0
[EEE] Electrical Energy Engineering,Fall 2012,1,CVEN125,Civil Engineering,0,1,1,2,0,1,0,0,0,1,0,1,7,5,1,1
[EEE] Electrical Energy Engineering,Fall 2012,1,ELCN102,Circuits-1,1,0,0,1,0,0,1,0,3,1,0,2,9,3,4,2
[EEE] Electrical Energy Engineering,Fall 2012,1,GENN102,Fundamentals of Management,0,0,1,1,0,1,0,0,0,0,0,0,3,3,0,0
[EEE] Electrical Energy Engineering,Fall 2012,1,MTHN102,Multivariable Calculus and Linear Algebra,0,1,1,1,2,1,1,0,1,0,0,1,9,7,1,1
[EEE] Electrical Energy Engineering,Fall 2012,1,MTHN103,Differential Equations,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0
[EEE] Electrical Energy Engineering,Fall 2012,1,PHYN102,Modern Physics,0,0,1,0,0,3,0,1,1,1,0,2,9,4,3,2
[EEE] Electrical Energy Engineering,Fall 2012,2,GENN204,Accounting,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Summer 2012,0,MECN002,Mechanics-2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[EEE] Electrical Energy Engineering,Summer 2012,0,MTHN003,Calculus II,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Summer 2012,1,GENN102,Fundamentals of Management,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Spring 2012,0,CHEN001,Chemistry,1,0,0,3,1,3,0,1,0,0,0,0,9,8,1,0
[EEE] Electrical Energy Engineering,Spring 2012,0,GENN001,Humanities and Engineering,0,1,2,0,1,0,0,0,0,0,0,0,4,4,0,0
[EEE] Electrical Energy Engineering,Spring 2012,0,GENN003,Basic Engineering Design,0,0,0,1,3,0,1,1,0,0,0,0,6,5,1,0
[EEE] Electrical Energy Engineering,Spring 2012,0,GENN004,Computers for Engineers,0,1,1,1,1,0,0,1,0,2,0,0,7,4,3,0
[EEE] Electrical Energy Engineering,Spring 2012,0,MDPN002,Fundamentals of Manufacturing Engineering,0,1,1,1,2,3,0,0,0,0,0,0,8,8,0,0
[EEE] Electrical Energy Engineering,Spring 2012,0,MECN001,Mechanics-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Spring 2012,0,MECN002,Mechanics-2,0,0,1,1,3,1,0,0,1,1,0,0,8,6,2,0
[EEE] Electrical Energy Engineering,Spring 2012,0,MTHN002,Calculus I,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[EEE] Electrical Energy Engineering,Spring 2012,0,MTHN003,Calculus II,0,1,2,1,0,2,0,1,0,0,0,1,8,6,1,1
[EEE] Electrical Energy Engineering,Spring 2012,0,PHYN002,Electricity and Magnetism,0,1,0,0,3,2,2,1,0,0,0,0,9,8,1,0
[EEE] Electrical Energy Engineering,Fall 2011,0,GENN001,Humanities and Engineering,0,0,1,1,1,1,0,1,0,0,0,0,5,4,1,0
[EEE] Electrical Energy Engineering,Fall 2011,0,GENN002,English Language,0,3,2,2,2,0,0,0,0,0,0,0,9,9,0,0
[EEE] Electrical Energy Engineering,Fall 2011,0,GENN003,Basic Engineering Design,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0
[EEE] Electrical Energy Engineering,Fall 2011,0,GENN004,Computers for Engineers,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0
[EEE] Electrical Energy Engineering,Fall 2011,0,MDPN001,Engineering Graphics,0,0,2,2,2,2,0,1,0,0,0,0,9,8,1,0
[EEE] Electrical Energy Engineering,Fall 2011,0,MECN001,Mechanics-1,1,0,1,4,0,1,1,0,0,0,0,1,9,8,0,1
[EEE] Electrical Energy Engineering,Fall 2011,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,3,1,2,1,0,1,0,1,0,0,9,7,2,0
[EEE] Electrical Energy Engineering,Fall 2011,0,MTHN002,Calculus I,0,0,1,2,2,1,0,0,1,0,1,1,9,6,2,1
[EEE] Electrical Energy Engineering,Fall 2011,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",1,0,0,3,3,1,0,0,0,1,0,0,9,8,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2025,2,GENS209,Selections of Life Long Skills,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2025,2,GENS236,Service Management,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2025,3,PPCN381,Industrial Training-2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2025,4,CHEN402,Petrochemicals from Oil and Gas,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,1,CHEN106,Computer Applications in Petrochemical Engineering,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,2,GENS206,Technical Writing in Arabic,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,2,MTHS204,Advanced Probability and Statistics,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,3,CHEN307,Mass Transfer and Separation Processes-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,CHEN406,Advanced Statistics for Petrochemical Industries,0,1,1,3,1,0,0,1,0,0,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,CHEN407,Advanced Chemical Engineering Equipment Design,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,CHEN408,Economics of Oil and Gas Production,2,3,1,1,0,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,CHEN409,Petroleum Standards,0,1,3,3,0,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,CHEN411,Catalytic Reactor Design,0,0,5,1,1,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,METN401,Electrochemistry and Corrosion,0,0,1,2,1,1,1,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2025,4,PPCN481,Graduation Project-2,0,6,1,0,0,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,2,GENS207,Foreign Language,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,2,MTHS204,Advanced Probability and Statistics,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,2,PPSS280,Engineering Seminar,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,3,CHEN303,Industrial Measurements and Control Applications,0,1,2,0,1,2,1,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,3,PPCN381,Industrial Training-2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,CHEN401,Petroleum Refining Engineering,0,0,1,2,4,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,CHEN402,Petrochemicals from Oil and Gas,0,2,1,1,1,1,0,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,CHEN403,Chemical Reactor and Vessel Design,1,0,1,1,1,1,0,0,1,0,1,0,7,5,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,CHEN407,Advanced Chemical Engineering Equipment Design,0,0,0,0,1,1,3,1,0,0,0,1,7,5,1,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,GENN401,"Project Planning, Implementation and Economics",1,0,3,1,2,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2024,4,PPCN480,Graduation Project-1,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2024,1,GENS120,Fundamentals of  Economics and Accounting,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2024,1,MTHS102,Linear Algebra and Multivariable Integrals,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2024,3,PPCN381,Industrial Training-2,3,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,2,GENN210,Risk Management and Environment,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,2,GENS206,Technical Writing in Arabic,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,2,PPCN280,Engineering Seminar,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,CHEN305,Heat Transfer and Applications,0,0,0,1,1,0,0,1,0,2,2,0,7,2,5,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,CHEN306,Process and Plant Design,0,0,0,2,2,1,1,0,0,1,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,CHEN307,Mass Transfer and Separation Processes-2,0,1,0,1,2,1,0,0,1,0,1,0,7,5,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,PEN303,Petroleum Production Engineering-1,0,0,1,0,3,0,2,0,0,0,1,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,PEN305,Petroleum Geology,0,1,1,1,2,1,1,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,3,PEN306,Petroleum Field Operations,1,1,0,3,0,1,0,0,1,0,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,CHEN404,Advances in Cryogenics,4,2,5,4,1,1,1,0,0,0,0,0,18,18,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,CHEN407,Advanced Chemical Engineering Equipment Design,0,1,2,2,2,1,3,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,CHEN408,Economics of Oil and Gas Production,0,7,3,0,0,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,CHEN409,Petroleum Standards,0,5,3,2,1,0,0,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,CHEN411,Catalytic Reactor Design,0,0,1,1,2,1,0,1,0,1,0,0,7,5,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PEN401,Well Completion and Workover,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PEN411,Water Flooding,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PEN413,Enhanced Oil Recovery,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PEN414,Directional Horizontal and Multilateral Drilling,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PEN419,Formation Evaluation and Reservoir Characterization,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2024,4,PPCN481,Graduation Project-2,9,2,0,1,0,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,1,MTHS102,Linear Algebra and Multivariable Integrals,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS206,Technical Writing in Arabic,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS207,Foreign Language,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS208,Marketing,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS209,Selections of Life Long Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS210,Scientific Research Methods,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS235,Business Communication,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,GENS236,Service Management,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,2,PPCN281,Industrial Training-1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,CHEN301,Mass Transfer and Separation Processes-1,0,0,0,0,4,0,0,1,0,2,1,0,8,4,4,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,CHEN302,Instrumentation and Process Control,0,0,4,1,0,1,1,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,CHEN304,Unit Operations,0,0,0,1,1,1,1,2,0,1,0,0,7,4,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,PEN301,Petroleum Exploration Engineering,0,0,0,1,3,1,2,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,PEN302,Reservoir Engineering-1,0,0,0,1,0,3,0,1,1,1,0,0,7,4,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,3,PPCN381,Industrial Training-2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,CHEN401,Petroleum Refining Engineering,1,1,2,3,2,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,CHEN402,Petrochemicals from Oil and Gas,0,1,1,4,0,2,1,2,0,0,0,0,11,9,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,CHEN403,Chemical Reactor and Vessel Design,1,0,0,3,2,0,0,0,0,1,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,CHEN406,Advanced Statistics for Petrochemical Industries,1,5,1,2,1,1,0,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,CHEN411,Catalytic Reactor Design,0,0,1,1,1,1,0,1,0,0,0,0,5,4,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,GENN401,"Project Planning, Implementation and Economics",2,1,4,3,1,0,0,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,METN401,Electrochemistry and Corrosion,2,4,3,1,2,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN402,Petroleum Production Engineering-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN403,Natural Gas Engineering-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN404,Well Logging,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN405,Petroleum Legislations and Economics,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN409,Well Stimulation,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PEN410,Oil Well Drilling-3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2023,4,PPCN480,Graduation Project-1,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2023,2,PPCN281,Industrial Training-1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2023,3,GENN326,Marketing,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2023,3,GENN327,Selections of Life Long Skills,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2023,3,GENN332,Service Management,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2023,3,PPCN381,Industrial Training-2,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,0,MDPN001,Engineering Graphics,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,1,GENN102,Fundamentals of Management,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,CHEN202,Fluid Mechanics,0,0,0,4,2,1,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,CHEN204,Cryogenic Processes,0,0,0,2,1,4,0,0,0,0,1,0,8,7,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,GENN210,Risk Management and Environment,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,INTN201,Electrical Engineering,0,1,0,0,1,2,2,1,0,0,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,MTHN203,Probability and Statistics,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,PEN203,Drilling Engineering-2,0,0,0,1,4,1,2,0,0,0,0,0,8,8,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,2,PEN204,Natural Gas Engineering-1,0,0,0,0,0,1,1,1,1,0,3,1,8,2,5,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,CHEN303,Industrial Measurements and Control Applications,1,1,3,2,2,1,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,CHEN305,Heat Transfer and Applications,0,0,2,4,3,2,0,0,1,0,0,0,12,11,1,0
